Provider CCN,Hospital Name,State Code,Region,Region Numeric,Rural Versus Urban,RvU Numeric,CCN Facility Type,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Inpatient Revenue,Outpatient Revenue,Net Income,Net Revenue from Medicaid,Medicaid Charges
240101,ST. MARYS REGIONAL HEALTH CENTER,MN,MW,4,R,2,STH,980063,1825431,2595596,7510898,50237684,150046227,200283911,52870669,216643358,8729678,14658855,38726811
360020,SUMMA HEALTH SYSTEM,OH,MW,4,R,2,STH,9152969,76062378,27998833,39218411,2550611752,2865250722,5415862474,2550611752,2876629404,60886502,137072421,1168803936
360161,ST. JOSEPH HEALTH CENTER,OH,MW,4,U,1,STH,1511547,14056275,4858639,10162561,297952993,579235190,877188183,296085133,582450828,21801469,26682320,216183099
360172,MERCY REGIONAL MEDICAL CENTER,OH,MW,4,U,1,STH,2643507,18814746,6871141,20812600,401551152,566642236,968193388,401551153,571184095,3583663,23951442,215104307
360245,GLENBEIGH HEALTH SOURCES,OH,MW,4,U,1,STH,743,1697125,497288,497288,69507277,31865992,101373269,69507276,32394562,9747316,361404,1535033
360348,DUBLIN METHODIST HOSPITAL,OH,MW,4,U,1,STH,3694333,7425057,9247620,16546603,242075601,378168291,620243892,242110887,378168291,63938465,8811211,54338871
361323,AULTMAN ORRVILLE HOSPITAL,OH,MW,4,R,2,CAH,339166,2677756,1415646,2741346,17548983,60738235,78287218,21634244,59920400,2886327,1841007,10267910
390133,LEHIGH VALLEY,PA,NE,3,R,2,STH,13131233,76117756,32053177,54833554,4967638179,5033370596,10001008775,5076827646,5445991986,117969363,146149582,1443986732
410004,ROGER WILLIAMS MEDICAL CENTER,RI,NE,3,U,1,STH,62633,4384843,1606478,13938437,233571288,350277605,583848893,242103205,359128116,3567150,26433899,143984144
410005,OUR LADY OF FATIMA HOSPITAL,RI,NE,3,U,1,STH,229121,4919771,1827444,10381505,215833604,295184275,511017879,221747298,309904488,3096786,25313142,134302126
410009,KENT COUNTY MEMORIAL HOSPITAL,RI,NE,3,U,1,STH,1694377,17100915,7231842,20099806,479811934,541544621,1021356555,475736446,768336540,7893068,48841640,184054706
410010,WOMEN & INFANTS HOSPITAL,RI,NE,3,U,1,STH,1838206,8918582,5737838,37984690,430806875,543357966,974164841,846030298,105552828,-6196659,101240079,345020557
410012,THE MIRIAM HOSPITAL,RI,NE,3,U,1,STH,5878209,15376147,10603655,29544170,684935859,828082588,1513018447,621477902,937767233,394753,58967571,254205975
520019,ASCENSION SAINT MARYS HOSPITAL,WI,MW,4,R,2,STH,1299953,4431608,3222159,8027963,58583398,181048055,239631453,60151666,229835624,186016,7852311,35119288
520021,FROEDTERT SOUTH,WI,MW,4,U,1,STH,2037100,13774794,8706784,49129928,296810605,552524080,849334685,296810605,650879909,773951,32712,140351352
520033,ASPIRUS RIVERVIEW HOSPITAL & CLINICS,WI,MW,4,R,2,STH,937187,2832542,2855956,8826223,73959951,220466168,294426119,80072582,271860839,22428463,12207660,47843449
520045,THEDACARE REGIONAL MEDICAL CENTER -,WI,MW,4,U,1,STH,1626451,7886960,5243346,6830822,228711863,296468112,525179975,228714638,297781964,56035538,19191395,61040229
20012,FAIRBANKS MEMORIAL,AK,W,5,U,1,STH,319729,9620236,5095169,5182840,223986898,336668922,560655820,223284507,315278559,9425312,53725728,130971238
40078,NATIONAL PARK MEDICAL CENTER,AR,SE,1,U,1,STH,1120794,6524305,1921828,3505569,645858709,425691379,1071550088,645858709,425691379,-205903,13737470,223793977
40153,WADLEY MEDICAL CENTER AT HOPE,AR,SE,1,R,2,STH,614462,1689346,979254,1799023,21032309,51080197,72112506,21027307,51085196,-2874647,725802,11571660
50194,WATSONVILLE COMMUNITY HOSPTIAL,CA,W,5,U,1,STH,646191,5381027,1464437,8335842,384101439,518686639,902788078,382101439,521342762,-12338538,27519392,387194107
100121,BARTOW REGIONAL MEDICAL CENTER,FL,SE,1,U,1,STH,5117079,8536251,7078263,11611819,148316191,218656158,366972349,150536592,223371052,10689514,4813272,62037593
100231,WEST FLORIDA HOSPITAL,FL,SE,1,U,1,STH,21196051,29573525,24569845,40318478,1463060410,1297032023,2760092433,1463060410,1287099918,77324189,14525785,313896575
140002,ALTON MEMORIAL HOSPITAL,IL,MW,4,U,1,STH,2334610,9177007,6434266,12886978,194623071,351899281,546522352,193779938,364723493,-6970148,6960606,68126453
140258,ALEXIAN BROTHERS MEDICAL CENTER,IL,MW,4,R,2,STH,10871879,14919328,15127300,35010371,1104709890,1039527877,2144237767,1104810597,1044154749,15409574,26746239,229565333
150004,FRANCISCAN HEALTH HAMMOND,IN,MW,4,U,1,STH,8936165,10702097,13943558,13943558,246957238,521755109,768712347,240518894,545763426,26987391,31625215,154463308
150065,SCHNECK MEDICAL CENTER,IN,MW,4,R,2,STH,1491496,11053177,6138881,7040815,70217631,310521791,380739422,71223893,358898498,26722230,14745184,59291622
150115,MEMORIAL HOSP & HEALTH CARE CTR,IN,MW,4,R,2,STH,783108,11695712,3875969,3875969,116411018,379438596,495849614,130372914,459505483,71823247,15883476,26378627
150149,DEACONESS WOMENS HOSPITAL,IN,MW,4,U,1,STH,390197,2444473,1689145,9031175,90922999,85918769,176841768,97141862,107058676,14891878,14351600,50286112
150179,FAIRBANKS,IN,MW,4,U,1,STH,60628,2825233,1589139,1977385,21974498,10561636,32536134,22750519,14303604,23802589,166280,1023824
160024,IOWA LUTHERAN HOSPITAL,IA,MW,4,U,1,STH,633486,2844409,1819149,2624917,136442774,157380785,293823559,138275071,162791163,18942732,12554950,61758523
190060,LAKE CHARLES MEMORIAL HOSPITAL,LA,SE,1,R,2,STH,4899858,39021483,16129505,16484805,448273571,671121622,1119395193,448750738,670580893,32417033,43870029,289976109
230020,BEAUMONT HOSPITAL - DEARBORN,MI,MW,4,R,2,STH,5774330,19947354,16464698,28177237,1591242637,1213647176,2804889813,1610674915,1310571639,52851340,81800389,641628818
230053,HENRY FORD HOSPITAL,MI,MW,4,R,2,STH,13497748,32113582,33713028,89897725,1948392115,2136628208,4085020323,2283167375,2905677040,-27837197,162323514,833199302
230093,SPECTRUM HEALTH BIG RAPIDS,MI,MW,4,R,2,STH,324329,3209340,1363366,1618283,19160418,83685326,102845744,18557418,87375920,6778882,2920718,19434981
230130,WILLIAM BEAUMONT HOSPITAL- ROYAL OAK,MI,MW,4,R,2,STH,9172722,26703557,24933708,39849032,2896495815,2044423845,4940919660,2950871636,2261487777,98971829,92527417,575772719
230146,HENRY FORD WYANDOTTE HOSPITAL,MI,MW,4,R,2,STH,3388318,10364063,8427620,9183416,419779160,495618769,915397929,444613014,550166893,7481935,26451172,156471873
230180,MIDMICHIGAN MEDICAL CENTER-CLARE,MI,MW,4,R,2,STH,783173,2476149,2491785,6436289,13646456,117938520,131584976,14914743,124125831,4021872,4236416,24201899
230193,MCLAREN LAPEER REGION,MI,MW,4,U,1,STH,66586,9181785,2350993,2432439,190237225,242398053,432635278,194544578,274814817,13649388,9866228,70400293
250104,JEFF ANDERSON REGIONAL MEDICAL CENTE,MS,SE,1,R,2,STH,6590728,17926395,12322458,12322458,247811004,396318978,644129982,273391149,447046943,-8024102,22370782,71865050
260001,MERCY HOSPITAL JOPLIN,MO,MW,4,R,2,STH,21593220,22411516,31555279,31555279,465867555,486683283,952550838,465445444,528596768,-233804644,35431616,150930895
260005,SSM HEALTH ST. JOSEPH HOSPITAL - SC,MO,MW,4,U,1,STH,8084707,15250530,13960736,15389117,349262164,417943370,767205534,352225766,447948718,13179326,19070755,72636766
260048,TRUMAN MED CTR HOSPITAL HILL,MO,MW,4,U,1,STH,65135589,54326889,93522361,93522361,317137665,405070148,722207813,319892033,443901569,-10072000,92319217,235282661
260180,CHRISTIAN HOSPITAL NORTHEAST,MO,MW,4,U,1,STH,26686082,48467758,45802473,55307819,540500265,587965315,1128465580,543147843,603788758,-27544435,25033542,164973209
260200,SSM HEALTH ST. JOSEPH HOSPITAL - LSL,MO,MW,4,U,1,STH,5775848,12602875,10345678,13327093,293399308,412733625,706132933,289128829,440142931,17054898,10836212,60395156
260219,PROGRESS WEST HOSPITAL,MO,MW,4,U,1,STH,2143672,7887659,5040255,5040255,103621070,149675259,253296329,104079476,149135951,4696053,4778209,16824290
340133,MARTIN GENERAL HOSPITAL,NC,SE,1,R,2,STH,825638,9302517,2117440,2117440,64920966,110568095,175489061,67782290,110568095,-2229734,1983906,26366692
360027,AKRON GENERAL MEDICAL CENTER,OH,MW,4,U,1,STH,11519337,19191232,17933546,36296727,1159005616,1535637357,2694642973,1180036428,1528669234,97089240,69451226,482080021
360180,CLEVELAND CLINIC HOSPITAL,OH,MW,4,U,1,STH,37623639,63921173,62360392,159076569,4792035681,7236400134,12028435815,4792035679,13286472477,1057721749,297000777,1426898106
380020,MCKENZIE-WILLAMETTE HOSPITAL,OR,W,5,U,1,STH,894300,9161128,2617734,5393797,502847169,433476833,936324002,502847169,433476833,4294419,29354857,180247506
390026,CHESTNUT HILL HOSPITAL,PA,NE,3,U,1,STH,34308,25392954,3498124,14878525,609854582,384947828,994802410,609874254,384935821,-39158239,8846890,154799117
440137,TENNOVA HEALTHCARE SHELBYVILLE,TN,SE,1,R,2,STH,1672964,7290132,2749298,5763028,42080308,165769825,207850133,42443083,165769825,-6343387,2629488,40350887
440193,VANDERBILT WILSON COUNTY HOSPITAL,TN,SE,1,U,1,STH,6815214,11217743,8427042,12010664,297402983,342572476,639975459,297355456,348144026,-752220,6923509,79125846
450044,UT SOUTHWESTERN UNIVERSITY HOSP,TX,SW,2,R,2,STH,28214724,17629839,42194249,45574038,1704646310,2216436297,3921082607,1704396410,2196570659,-26865377,27541152,138826223
450187,SCOTT & WHITE HOSPITAL BRENHAM,TX,SW,2,R,2,STH,2441252,4168936,4599299,4629767,30928465,127800342,158728807,31006639,170449195,521076,4453812,15055008
450558,ABILENE REG MED CTR,TX,SW,2,U,1,STH,3876550,23592905,6492723,9127606,539045512,567922094,1106967606,539045512,620094073,3386811,7349497,98054270
450828,CHRISTUS SPOHN ALICE,TX,SW,2,R,2,STH,8192569,10607861,11583216,11643990,99671094,263892884,363563978,99671093,263892884,5986420,5612856,56432951
521313,ASCENSION SACRED HEART HOSPITAL,WI,MW,4,R,2,CAH,138581,935458,562668,1194738,2924903,25231998,28156901,2924902,29720845,2554618,650058,2727051
60004,PLATTE VALLEY MEDICAL CENTER,CO,W,5,U,1,STH,1981030,4420937,3703133,3742984,122349369,242960026,365309395,131106033,272941954,14017236,11059684,83736588
231313,HARBOR BEACH COMMUNITY HOSPITAL,MI,MW,4,R,2,CAH,1774,410709,263201,956639,4441696,10567968,15009664,4547310,12036071,320603,140555,1034208
261323,CEDAR COUNTY MEMORIAL HOSPITAL,MO,MW,4,R,2,CAH,47646,1672718,960832,960832,4542298,17172660,21714958,4570150,19416645,-800945,970762,1579856
310113,SOUTHERN OCEAN MEDICAL CENTER,NJ,NE,3,U,1,STH,1820746,9704141,3700522,9455677,487724038,504918159,992642197,487697155,504945043,7515936,13937559,115896843
310115,HACKETTSTOWN MEDICAL CENTER,NJ,NE,3,U,1,STH,621271,7058998,1717799,5249076,285885007,280293875,566178882,300840134,277021750,-3324183,3861457,46079589
440228,ST. FRANCIS BARTLETT MED CTR,TN,SE,1,U,1,STH,7350314,21093499,9624271,12906274,575471761,522354980,1097826741,576157592,522468040,25095001,8876639,134838763
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,TX,SW,2,R,2,STH,5556742,9949706,7762398,7809366,59712395,181509831,241222226,59640840,181581386,2330528,5124939,42969199
450102,CHRISTUS MOTHER FRANCES HOSP-TYLER,TX,SW,2,U,1,STH,35943900,60886128,53994683,54798309,2108979631,2443563785,4552543416,2134254632,2501301733,29906942,36522362,337904933
40004,WASHINGTON REGIONAL MEDICAL CENTER,AR,SE,1,U,1,STH,5665388,27313024,12120126,17797155,897322845,661351955,1558674800,924814945,647192139,75075105,14168859,157372782
50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,W,5,U,1,STH,7205177,37635560,26214583,26214583,3906246254,2490227579,6396473833,3729374305,2569021767,116696194,332701670,2079314404
50348,UCI MEDICAL CENTER,CA,W,5,R,2,STH,14881940,31808793,36972040,204361268,2589437285,1821423682,4410860967,2607000408,1877070410,-56541700,184728582,1591105688
250095,SOUTH SUNFLOWER COUNTY HOSPITAL,MS,SE,1,R,2,STH,128009,4063044,2204022,2204022,13285704,31715145,45000849,13754782,31278124,199277,9568934,12150118
310027,TRINITAS HOSPITAL,NJ,NE,3,U,1,STH,26293559,18106073,30052075,30052075,716322695,764446549,1480769244,727770490,797765824,5185573,63423198,430283754
310034,RIVERVIEW MEDICAL CENTER,NJ,NE,3,U,1,STH,3652124,13805439,6494956,11239617,836007879,596083289,1432091168,836007879,596083289,28194941,16309301,119811874
310039,RARITAN BAY MEDICAL CENTER,NJ,NE,3,U,1,STH,3695422,17837991,7190273,18093137,847935254,516958426,1364893680,853834297,545022133,-18821603,37421705,315668002
310048,ROBERT WOOD JOHNSON UNIV HOSP @ SOM,NJ,NE,3,U,1,STH,13291200,11065588,15259664,25171657,1146705014,610752649,1757457663,1155281434,636022614,14052119,19570154,214130170
310058,BERGEN REGIONAL MEDICAL CENTER,NJ,NE,3,U,1,STH,31627284,12529887,51366124,51366124,431759487,95894599,527654086,434252537,109223212,-72756975,84894207,228166393
341328,MURPHY MEDICAL CENTER,NC,SE,1,R,2,CAH,2213345,9551085,5285258,5285258,29623570,137059793,166683363,111699163,56853760,817919,4294747,13736124
351312,NORTHWOOD DEACONESS HEALTH CENTER,ND,MW,4,U,1,CAH,53119,120000,168654,295026,5813082,7185222,12998304,5809931,7575830,1052604,650011,806390
370056,COMANCHE COUNTY MEMORIAL HOSPITAL,OK,SW,2,U,1,STH,389414,62409972,12471100,12471100,405565133,510054828,915619961,420475421,626356275,1186129,14542955,96507060
390065,THE GETTYSBURG HOSPITAL,PA,NE,3,U,1,STH,596968,13666031,4572763,12488275,166496277,491822407,658318684,166990475,494332927,43263200,9074196,66424595
390067,UPMC PINNACLE HOSPITALS,PA,NE,3,R,2,STH,4273459,2446398,7257870,22990062,1297864299,1288069580,2585933879,1297824656,1293488541,21073806,69491478,332125011
390151,THE CHAMBERSBURG HOSPITAL,PA,NE,3,U,1,STH,2075114,26861338,13285154,40024238,328839638,570988930,899828568,332644098,583910665,23889324,20731582,133083337
431309,COMMUNITY MEMORIAL HOSPITAL,SD,MW,4,R,2,CAH,1892,115443,102080,102080,2818493,4499335,7317828,3078646,4406614,630624,176499,239989
450035,ST JOSEPH MEDICAL CENTER,TX,SW,2,U,1,STH,23652309,54067759,31856335,32268768,796794202,560259468,1357053670,808374942,573141822,-78152729,36406684,319672289
40062,MERCY HOSPITAL FORT SMITH,AR,SE,1,U,1,STH,8339927,18459467,18663946,23123169,531831409,746257127,1278088536,532156894,782346902,44330652,32119035,174395039
190065,BATON ROUGE GENERAL,LA,SE,1,U,1,STH,1724048,12010643,5871768,23789917,460051167,495347849,955399016,459937713,497858136,16892344,26309417,132514668
250001,UNIVERSITY OF MISSISSIPPI MEDICAL,MS,SE,1,U,1,STH,57793010,88203371,81872091,81872091,1808878423,1844458841,3653337264,1808280551,1846963960,64321375,210478467,1053212554
390197,SACRED HEART HOSPITAL,PA,NE,3,U,1,STH,3743673,6267720,4927846,8069697,264900384,346435092,611335476,297867772,339563807,1061181,9666905,135359039
670080,SETON MEDICAL CENTER HARKER HEIGHTS,TX,SW,2,U,1,STH,6786087,56631889,19127116,22009922,133179277,299219086,432398363,133111231,299203800,-1824747,8756258,61698156
10019,HELEN KELLER HOSPITAL,AL,SE,1,U,1,STH,445599,29544962,7236602,7236602,162289609,321775995,484065604,162289609,321775995,-2806358,6643639,53669287
10085,DECATUR MORGAN - DECATUR CAMPUS,AL,SE,1,U,1,STH,1531334,39340941,11418174,11418174,191615393,300709208,492324601,191615393,300709208,-8219916,15400466,
110011,TANNER MEDICAL CENTER,GA,SE,1,U,1,STH,15443292,11912183,25057205,25057205,371448094,524515482,895963576,393917920,496095197,-54427428,12214406,57136415
110015,TANNER MEDICAL CENTER-VILLA RICA,GA,SE,1,U,1,STH,9050240,3926353,14094840,14094840,154995084,285466309,440461393,165787117,280624733,52275701,79778989,25245861
340091,THE MOSES H. CONE MEMORIAL HOSPITAL,NC,SE,1,R,2,STH,48464083,128794965,90076965,94157646,1525587551,1688383201,3213970752,1618380162,1791095584,323049908,71114104,400591550
340096,LEXINGTON MEMORIAL HOSPITAL  INC.,NC,SE,1,U,1,STH,5299150,13018224,8416250,8416250,104071904,304596987,408668891,104560598,298407262,10734438,8150091,52364823
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,NC,SE,1,R,2,STH,7496943,116016972,36541173,41943953,1150720393,1219566208,2370286601,1194583603,1253161789,65917211,30210353,261432791
340131,CAROLINAEAST MEDICAL CENTER,NC,SE,1,U,1,STH,9847510,41909571,20098602,21739820,490239111,554170511,1044409622,724106238,566205221,13624204,10466022,75581023
420023,ST. FRANCIS HOSPITAL INC,SC,SE,1,U,1,STH,17753665,26956468,25110914,26787923,1343692865,1835476908,3179169773,1346621727,1883721686,-19693397,25436691,176459445
420066,LAKE CITY COMMUNITY HOSPITAL,SC,SE,1,U,1,STH,175725,1665016,759157,759157,12972431,38193574,51166005,14164723,40131867,-69436,2285205,10268488
420068,THE REGIONAL MEDICAL CENTER,SC,SE,1,R,2,STH,8229466,32975340,19236854,19236854,309786058,453071520,762857578,316423886,488174821,-1065751,22960696,129504793
420072,HAMPTON REGIONAL MEDICAL CENTER,SC,SE,1,R,2,STH,415609,4948908,2059137,2059137,12838386,46463107,59301493,14128081,49912992,667879,2260178,10160904
440001,UNICOI COUNTY HOSPITAL,TN,SE,1,U,1,STH,614411,800832,822071,1663315,12676176,49908282,62584458,13364685,49219773,-2420099,702233,8819263
440009,CUMBERLAND MEDICAL CENTER,TN,SE,1,R,2,STH,2427688,8217962,5846093,6358707,102623901,159688260,262312161,104433279,159396374,2597595,7479378,30815350
440012,BRISTOL REGIONAL MEDICAL CENTER,TN,SE,1,R,2,STH,7857798,8303065,10758959,18462850,501767680,461420906,963188586,497997597,472904039,25018831,16432848,136517301
440017,HOLSTON VALLEY HOSP & MED CTR,TN,SE,1,R,2,STH,10131531,7313407,13408941,23807126,663470875,603312469,1266783344,681612448,602716709,-13743302,15177126,149678199
440018,SYCAMORE SHOALS HOSPITAL,TN,SE,1,U,1,STH,2456329,4446084,3356214,3862318,140136055,178016600,318152655,154542815,163609840,66640,4327007,43552974
440030,MORRISTOWN-HAMBLEN HOSPITAL,TN,SE,1,U,1,STH,3770896,8514597,6367966,6367966,144790333,245422653,390212986,149569880,241775682,15420656,13518438,56368243
440081,LECONTE MEDICAL CENTER,TN,SE,1,R,2,STH,4975568,9399808,7798711,7798711,78493996,338374262,416868258,82256962,335301943,11544490,14312990,58467074
10005,MARSHALL MEDICAL CENTER - SOUTH,AL,SE,1,R,2,STH,3826970,25570851,13259343,13259343,116117511,350163108,466280619,116115511,350163108,7094904,17633403,55945421
10039,HUNTSVILLE HOSPITAL,AL,SE,1,U,1,STH,12536720,271223030,62117665,62158287,2718279295,2470445556,5188724851,2718279295,2470445556,108893002,92444365,478793137
140018,MOUNT SINAI HOSPITAL MEDICAL CENTER,IL,MW,4,U,1,STH,17821710,29491256,26169602,26169602,687361732,557288473,1244650205,687361732,557288474,27694983,180146035,631847930
140091,CARLE FOUNDATION HOSPITAL,IL,MW,4,U,1,STH,14042285,37136798,33248679,33248679,1531711938,2049872440,3581584378,1552054580,2388917106,173732876,156296701,695563803
140150,BOARD OF TRUSTEES OF THE UNIVERSITY,IL,MW,4,R,2,STH,17524823,6834206,20142452,31022044,1329820561,1449278715,2779099276,1329819515,1316468012,7026188,205165215,897573707
140177,JACKSON PARK HOSPITAL,IL,MW,4,U,1,STH,2053125,6511216,3964683,3964683,130020867,74397754,204418621,129965989,74452834,6098093,44558451,101247372
140185,MEMORIAL HOSPITAL,IL,MW,4,U,1,STH,2904576,11978364,9480789,9480789,493257989,502380940,995638929,501480578,494814051,-19564228,22989751,132039177
140191,INGALLS MEMORIAL HOSPITAL,IL,MW,4,U,1,STH,12729389,25410289,21712014,50200199,537034202,895159689,1432193891,538873285,894116245,-20872717,50326835,376440732
140217,PRESENCE SAINT JOSEPH HOSPITAL ELGIN,IL,MW,4,U,1,STH,5678174,4174872,7714364,21912291,391669743,376485143,768154886,391669742,376506339,-16091447,10065736,125535684
140281,NORTHWESTERN MEMORIAL HOSPITAL,IL,MW,4,R,2,STH,26215650,45985845,58028708,59853631,3964468630,3631818899,7596287529,4032830337,3563458329,155507262,143669847,890912968
140300,PROVIDENT HOSPITAL,IL,MW,4,U,1,STH,12630529,15565118,25668278,38529486,11589014,95557503,107146517,89492774,68431000,163393,6103541,22931871
190019,ST. FRANCES CABRINI HOSPITAL,LA,SE,1,U,1,STH,4709902,8690516,9722171,10013682,572148744,654257975,1226406719,571986487,654420232,7617546,30632171,266688934
190027,ST. PATRICK HOSPITAL,LA,SE,1,R,2,STH,2374978,6732706,5258913,5429519,438439802,385567737,824007539,438089043,385918498,4419759,9764673,102385470
190041,HIGHLAND MEDICAL CENTER,LA,SE,1,R,2,STH,1887292,7643926,5567341,5807237,515193148,703423226,1218616374,514195576,704420799,-2812276,13529608,116585733
220015,COOLEY DICKINSON HOSPITAL,MA,NE,3,R,2,STH,477437,5229654,2441726,7387733,161363752,353041554,514405306,161106802,359488498,28245576,18398643,63836339
220126,STEWARD NORWOOD HOSPITAL,MA,NE,3,U,1,STH,650907,5249584,3134004,6436830,176542055,222480504,399022559,183747316,222502372,29169845,20879866,53258432
